cle_produit,categorie,marque,gamme,cluster_segmentation
https://www.mytek.tn/telephone-portable-evertek-e3218-silver.html,telephones_portables,EVERTEK,Gamme unique,profil_descriptif
https://www.mytek.tn/telephone-portable-evertek-e3218-rouge.html,telephones_portables,EVERTEK,Gamme unique,profil_descriptif
https://www.mytek.tn/telephone-portable-evertek-e3218-bleu.html,telephones_portables,EVERTEK,Gamme unique,profil_descriptif
https://www.mytek.tn/telephone-portable-evertek-e3218-bleu-marine.html,telephones_portables,EVERTEK,Gamme unique,profil_descriptif
https://www.mytek.tn/telephone-portable-evertek-e3218-vert.html,telephones_portables,EVERTEK,Gamme unique,profil_descriptif
https://www.mytek.tn/telephone-portable-evertek-e3218-noir.html,telephones_portables,EVERTEK,Gamme unique,profil_descriptif
https://www.mytek.tn/telephone-portable-evertek-e3224-bleu-fonce.html,telephones_portables,EVERTEK,Gamme unique,profil_descriptif
https://www.mytek.tn/telephone-portable-clever-c4-gold.html,telephones_portables,CLEVER,Gamme unique,profil_descriptif
https://www.mytek.tn/telephone-portable-clever-c4-rouge.html,telephones_portables,CLEVER,Gamme unique,profil_descriptif
https://www.mytek.tn/telephone-portable-clever-c4-blanc.html,telephones_portables,CLEVER,Gamme unique,profil_descriptif
https://www.mytek.tn/telephone-portable-clever-c4-purple.html,telephones_portables,CLEVER,Gamme unique,profil_descriptif
https://www.mytek.tn/telephone-portable-clever-c4-vert.html,telephones_portables,CLEVER,Gamme unique,profil_descriptif
https://www.mytek.tn/telephone-portable-clever-c4-bleu.html,telephones_portables,CLEVER,Gamme unique,profil_descriptif
https://www.mytek.tn/telephone-portable-philips-e2106-noir.html,telephones_portables,PHILIPS,Gamme unique,profil_descriptif
https://www.mytek.tn/telephone-portable-philips-fun-100-dual-sim-2-1000-mah-deep-blue.html,telephones_portables,PHILIPS,Gamme unique,profil_descriptif
https://www.mytek.tn/telephone-portable-philips-fun-100-dual-sim-2-1000-mah-bleu.html,telephones_portables,PHILIPS,Gamme unique,profil_descriptif
https://www.mytek.tn/telephone-portable-philips-e2130-deep-bleu.html,telephones_portables,PHILIPS,Gamme unique,profil_descriptif
https://www.mytek.tn/telephone-portable-philips-fun101-2-1500-mah-noir.html,telephones_portables,PHILIPS,Gamme unique,profil_descriptif
